id,dataset_name,url,Summary,Open Conditions,Data Classification,Data Format,Provide departments / entities,Department Phone Number,Department E-Mail,Update frequency,Basic Info API,Field Name,Field Types,Field Var Len,Field Description (T_Chinese),Field Description (S_Chinese),Field Description (English),Field Description (Portuguese),has_api,API name,Request Method,Return Format,API url,Interface Description,api_key,api_val,api_summary_en,has_url,url_labels,url_links,has_file,download_file_url
d57eca5e-d61e-4718-9d19-a8d80e2f34dd,Noise monitoring station data,https://data.gov.mo/Detail?id=d57eca5e-d61e-4718-9d19-a8d80e2f34dd,"About noise monitoring station data
Category:
NMT_1 - Horta e Costa Stations
NMT_2 - Parker Street Stations
NMT_4 - Mula Shi Avenida Stations
NMT_5 - Taipa Shi Lihua Street Stations
NMT_6 - ecological protection zone monitoring station
NMT_7 - Shek Pai Wan Stations
NMT_8 - Hak Sa Stations

""-"" indicates that no relevant factors engineering for maintenance or test items, no relevant data.",Completely open,city ​​environment,JSON,Environmental Protection Agency,+853 2872 5134,info@dspa.gov.mo,per month,https://api.data.gov.mo/document/download/d57eca5e-d61e-4718-9d19-a8d80e2f34dd?token=kUK3VAqRSFfl3VNO5MGxgkkoxr7g6W3E&isNeedFile=0&lang=TC,"['Category', 'CollectionPeriod', 'Avg24Hrs', 'Avg08_20', 'Avg20_08', 'Avg20_24', 'Avg24_08', 'AvgMonthly']","['nvarchar', 'nvarchar', 'nvarchar', 'nvarchar', 'nvarchar', 'nvarchar', 'nvarchar', 'nvarchar']","['200', '200', '200', '200', '200', '200', '200', '200']","['站點名稱', '收集時間', '24小時平均等效連續聲級 dB(A)', '日平均日間時段(08-20時)等效連續聲級 dB(A)', '日平均夜間時段(20-08時)等效連續聲級 dB(A)', '20-24時日平均等效連續聲級 dB(A)', '24-08時日平均等效連續聲級 dB(A)', '月平均等效連續聲級 dB(A)']","['站点名称', '收集时间', '24小时平均等效连续声级 dB(A)', '日平均日间时段(08-20时)等效连续声级 dB(A)', '日平均夜间时段(20-08时)等效连续声级 dB(A)', '20-24时日平均等效连续声级 dB(A)', '24-08时日平均等效连续声级 dB(A)', '月平均等效连续声级 dB(A)']","['Código da estação', 'Tempo de coleta', 'Nível Sonoro Contínuo Equivalente(Média de 24h) dB(A)', 'Nível Sonoro Contínuo Equivalente ao período diurno (08-20h) (Média diária) dB(A)', 'Nível Sonoro Contínuo Equivalente ao período nocturno (20-08h) (Média diária) dB(A)', 'Nível Sonoro Contínuo Equivalente ao período 20-24h dB(A)', 'Nível Sonoro Contínuo Equivalente ao período 24-08h dB(A)', 'Nível Sonoro Contínuo Equivalente(Média mensal) dB(A)']","['Código da estação', 'Tempo de coleta', 'Nível Sonoro Contínuo Equivalente(Média de 24h) dB(A)', 'Nível Sonoro Contínuo Equivalente ao período diurno (08-20h) (Média diária) dB(A)', 'Nível Sonoro Contínuo Equivalente ao período nocturno (20-08h) (Média diária) dB(A)', 'Nível Sonoro Contínuo Equivalente ao período 20-24h dB(A)', 'Nível Sonoro Contínuo Equivalente ao período 24-08h dB(A)', 'Nível Sonoro Contínuo Equivalente(Média mensal) dB(A)']",TRUE,['Noise monitoring station data'],['POST'],['JSON'],['https://dspa.apigateway.data.gov.mo/T_Bas_Noise_NMT_Approved'],['Noise monitoring station data - noise monitoring station data - Dados de estações de monitorização de ruído'],['Authorization'],['APPCODE 09d43a591fba407fb862412970667de4'],['Required parameter call api'],FALSE,,,FALSE,
242fadb6-04c6-4e6c-8eaf-392e409be226,Chief Executive Election results statistics,https://data.gov.mo/Detail?id=242fadb6-04c6-4e6c-8eaf-392e409be226,"Since 2004, the results of the Chief Executive Election statistics",Completely open,Administrative and Legal Affairs,XLSX,Chief Civil Service Bureau,（853）28323623,info@safp.gov.mo,As needed,https://api.data.gov.mo/document/download/242fadb6-04c6-4e6c-8eaf-392e409be226?token=9gY0dr86ANHp6CLmJLyakgDSdTF2NfTuX&isNeedFile=0&lang=TC,"['ano', 'membrosDaComissaoEleitoralinscritos', 'membrosdaComissaoEleitoralvotantes', 'membrosDaComissaoEleitoralnaoVotantes', 'votosValidamenteExpressos', 'votosEmBranco', 'votosNulos', 'ordemNaLista', 'nomeDoCandidato', 'votosObtidos', 'eleitoTc']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']","['年份', '已登記選委會委員總數', '已投票之選委會委員', '無投票之選委會委員', '有效票', '空白票', '廢票', '候選人排序', '候選人姓名', '得票數目', '是否當選']","['年份', '已登记选委会委员总数', '已投票之选委会委员', '无投票之选委会委员', '有效票', '空白票', '废票', '候选人排序', '候选人姓名', '得票数目', '是否当选']","['year', 'total number of registered members of the Election Committee', 'voting members of the Election Committee', 'non-voting members of the Election Committee', 'valid votes', 'blank votes', 'invalid votes', 'order list of candidates', 'name of candidate', 'votes obtained', 'elected or not']","['Ano', 'Membros da Comissão Eleitoral inscritos', 'Membros da Comissão Eleitoral votantes', 'Membros da Comissão Eleitoral não votantes', 'Votos validamente expressos', 'Votos em branco', 'Votos nulos', 'Ordem na lista', 'Nome do candidato', 'Votos obtidos', 'Eleito']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=830&dataDirId=242fadb6-04c6-4e6c-8eaf-392e409be226&token=VsxATR7kdma3O4kgRpis2kIs0O7ejSMx
f02b334a-cc44-4433-b942-672de0fdad13,Visitors per capita consumption,https://data.gov.mo/Detail?id=f02b334a-cc44-4433-b942-672de0fdad13,"Passengers to buy their own use or as a per capita consumption of goods and services to send gifts of others, including consumer paid by passengers or others (such as relatives or employers), but does not include gaming, donation, purchase of assets or as expenses resale of goods.",Completely open,Tourism and Gaming,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,Quarterly,https://api.data.gov.mo/document/download/f02b334a-cc44-4433-b942-672de0fdad13?token=m3wrOn8yiP4f3kxMZaRZ0zr1uPkKtwP8b&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '人均消費/澳門元']","['年份', '人均消费/澳门元']","['Year', 'Per-capita Spending/MOP']","['Ano', 'Despesa per capita/MOP']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=843&dataDirId=f02b334a-cc44-4433-b942-672de0fdad13&token=uCRhcRTqC25oj6uC5fNjUn5OXPcNAUtg2
ab56e705-cbda-47a3-9f8a-2658159809f4,Citizenship application statistics,https://data.gov.mo/Detail?id=ab56e705-cbda-47a3-9f8a-2658159809f4,Apply for citizenship status,Completely open,Public safety and immigration,XLSX,Identification Bureau,(853) 28370777,info@dsi.gov.mo,Per year,https://api.data.gov.mo/document/download/ab56e705-cbda-47a3-9f8a-2658159809f4?token=zknbpw1bFio82gyvvgSgCyQPIZxh4Qh1e&isNeedFile=0&lang=TC,"['year', 'cumulativeNumberOfNaturalizationAsChineseNational', 'cumulativeNumberOfRestorationOfChineseNationality', 'cumulativeNumberOfRenunciationOfChineseNationality', 'cumulativeNumberOfSelectionOfChineseNationality', 'cumulativeNumberOfSelectionOfPortugueseNationality', 'cumulativeNumberOfChangeOfNationality']","['-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-']","['年份', '加人中國國籍累計人數', '恢復中國國籍累計人數', '退出中國國籍累計人數', '選擇中國國籍累計人數', '選擇葡萄牙國籍累計人數', '變更國籍累計人數']","['年份', '加人中国国籍累计人数', '恢复中国国籍累计人数', '退出中国国籍累计人数', '选择中国国籍累计人数', '选择葡萄牙国籍累计人数', '变更国籍累计人数']","['year', 'Cumulative Number of naturalization as Chinese national', 'Cumulative Number of restoration of Chinese national', 'Cumulative Number of renunciation of Chinese national', 'Cumulative Number of selection of Chinese national', 'Cumulative Number of selection of Portuguese nationality', 'Cumulative Number of change of nationality']","['ano', 'Número cumulativo dos requerimentos de aquisição da nacionalidade chinesa', 'Número cumulativo dos requerimentos de re-aquisição da nacionalidade chinesa', 'Número cumulativo dos requerimentos de renúncia da nacionalidade chinesa', 'Número cumulativo dos requerimentos de escolha da nacionalidade chinesa', 'Número cumulativo dos requerimentos de escolha da nacionalidade portuguesa', 'Número cumulativo dos requerimentos de alteração de nacionalidade']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=1057&dataDirId=ab56e705-cbda-47a3-9f8a-2658159809f4&token=rBufzandH4Harc9gQRx2b17KIiX5bYfxN
cc24f281-5369-4111-9aea-50e2f07096c7,Civil Aviation Authority of handling complaints and suggestions,https://data.gov.mo/Detail?id=cc24f281-5369-4111-9aea-50e2f07096c7,Civil Aviation Authority of handling complaints and suggestions,Completely open,Public transit,XLSX,Civil Aviation Authority,28511213,opinion@aacm.gov.mo,Quarterly,https://api.data.gov.mo/document/download/cc24f281-5369-4111-9aea-50e2f07096c7?token=jq2inMJs8KLgPGgbw5y2wkOCoo5czr3q&isNeedFile=0&lang=TC,"['year', 'quarter', 'typeTc', 'typeEn', 'suggestionsQty', 'complaintsQty']","['number', 'number', 'string', 'string', 'number', 'number']","['4', '1', '10', '40', '3', '3']","['年份', '季度', '類别', '類别', '建議數目', '投訴數目']","['年份', '季度', '类别', '类别', '建议数目', '投诉数目']","['year', 'quarter', 'category', 'category', 'suggestions quantity', 'complaints quantity']","['ano', 'trimestre', 'categoría', 'categoría', 'número de sugestões', 'número de reclamações']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=1060&dataDirId=cc24f281-5369-4111-9aea-50e2f07096c7&token=2GTuzfiMTgrSvZIMnCpVIe3yh4O189gKW
8d031b75-02de-46fd-a3be-97c6b9c6bed0,The hotel offers rooms and apartments,https://data.gov.mo/Detail?id=8d031b75-02de-46fd-a3be-97c6b9c6bed0,"Refers to non-employees are occupied, repair / refurbishment or for other purposes for the original customers stay in the room.",Completely open,Tourism and Gaming,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,per month,https://api.data.gov.mo/document/download/8d031b75-02de-46fd-a3be-97c6b9c6bed0?token=LEzbO1fZMTG4gZBeGH2BnCLoceIIFiHqH&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '數目']","['年份', '数目']","['Year', 'Number']","['Ano', 'Número']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=841&dataDirId=8d031b75-02de-46fd-a3be-97c6b9c6bed0&token=Cq1PZOEn5y1jGvI0PW3asFYgGzSJmLZJ
f1183f2c-1c42-4cbb-ba72-c44d3870eabb,Public welfare system merchant offers supplementary list,https://data.gov.mo/Detail?id=f1183f2c-1c42-4cbb-ba72-c44d3870eabb,Discount list of firms complement public welfare system beneficiaries can enjoy,Completely open,Administrative and Legal Affairs,XLSX,Chief Civil Service Bureau,(853)28355200；(853)28355201；(853)85999500；(853)85999501,dasfp@informac.gov.mo,As needed,https://api.data.gov.mo/document/download/f1183f2c-1c42-4cbb-ba72-c44d3870eabb?token=umB4tG7mDt0Xpy3DnZQGCApd07txbg5w&isNeedFile=0&lang=TC,"['no1', 'tipoTc', 'no2', 'nameTc', 'addressTc', 'telNo', 'offerTc']","['-', '-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-', '-']","['編號', '類別', '分類編號', '商戶名稱', '地址', '電話', '折扣優惠']","['编号', '类别', '分类编号', '商户名称', '地址', '电话', '折扣优惠']","['No.', 'type TC', 'No. of category', 'Name of business TC', 'address TC', 'Tel', 'offers and discounts TC']","['No', 'Tipo', 'Tipo No', 'Designação das casas comerciais', 'Endereços', 'Tel', 'Descontos Especiais']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=732&dataDirId=f1183f2c-1c42-4cbb-ba72-c44d3870eabb&token=Jn4iCGhQu16m1n4pbyEmj1IDR5rleCHhZ
08d5d237-ea56-46f4-9336-1597512f9ef9,Gross Domestic Product (expenditure) - current prices,https://data.gov.mo/Detail?id=08d5d237-ea56-46f4-9336-1597512f9ef9,"During the accounting period, private consumption expenditure at current prices of buyers, government final consumption expenditure, fixed capital formation, changes in inventories, and the sum total exports, minus the value of imports.",Completely open,Entrepreneurship and Business,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,Quarterly,https://api.data.gov.mo/document/download/08d5d237-ea56-46f4-9336-1597512f9ef9?token=u6swPlYnp3xbXixmKeMyzct1AIZJSJVQ&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '本地生產總值/百萬澳門元']","['年份', '本地生产总值/百万澳门元']","['Year', 'GDP/Million MOP']","['Ano', 'PIB/Milhões de MOP']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=835&dataDirId=08d5d237-ea56-46f4-9336-1597512f9ef9&token=Hz66KczIeMsssQdqh01XoijwtE3dnVLyZ
6676880c-affd-4824-b88d-b6f927519fc7,Golden Week statistics - Travelers,https://data.gov.mo/Detail?id=6676880c-affd-4824-b88d-b6f927519fc7,Golden Week statistics - Travelers,Completely open,Tourism and Gaming,XLS,Tourism,(853)28315566,webmaster@macaotourism.gov.mo,As needed,https://api.data.gov.mo/document/download/6676880c-affd-4824-b88d-b6f927519fc7?token=5V716W3u7PHeU7kCFOhgsX81SH6g20Hj&isNeedFile=0&lang=TC,"['year', 'golden_week_zh', 'golden_week_gb', 'golden_week_en', 'golden_week_pt', 'date', 'visitor_arrivals_zh', 'visitor_arrivals_gb', 'visitor_arrivals_en', 'visitor_arrivals_pt', 'visitor']","['number', 'string', 'string', 'string', 'string', 'date', 'string', 'string', 'string', 'string', 'number']","['4', '*', '*', '*', '*', '*', '*', '*', '*', '*', '7']","['年份', '黃金周繁體中文名稱', '黃金周簡體中文名稱', '黃金周英文名稱', '黃金周葡文名稱', '日子', '入境旅客繁體中文分類', '入境旅客簡體中文分類', '入境旅客英文分類', '入境旅客葡文分類', '旅客人數']","['年份', '黄金周繁体中文名称', '黄金周简体中文名称', '黄金周英文名称', '黄金周葡文名称', '日子', '入境旅客繁体中文分类', '入境旅客简体中文分类', '入境旅客英文分类', '入境旅客葡文分类', '旅客人数']","['Year', 'Golden Week Name in T.Chinese', 'Golden Week Name in S.Chinese', 'Golden Week Name in English', 'Golden Week Name in Portuguese', 'Date', 'Visitor Arrival Type in T.Chinese', 'Visitor Arrival Type in S.Chinese', 'Visitor Arrival Type in English', 'Visitor Arrival Type in Portuguese', 'No. of Visitor']","['Ano', 'Semana dourada em T.chinês', 'Semana dourada em ingles', 'Semana dourada em S.chines', 'Semana dourada em portugues', 'dia', 'Movimento de visitantes em T.chinês', 'Movimento de visitantes em ingles', 'Movimento de visitantes em S.chines', 'Movimento de visitantes em portugues', 'Nº de visitante']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=1023&dataDirId=6676880c-affd-4824-b88d-b6f927519fc7&token=EoFJCJ0CjEDFDMJQ5DiqCf0OLa1Dqodu
4e8d2017-aa1b-4bab-a03a-fb570dadbf6e,Storm Surge,https://data.gov.mo/Detail?id=4e8d2017-aa1b-4bab-a03a-fb570dadbf6e,Provision of storm surge flooding situation and warning signals and other information.,Completely open,city ​​environment,XML,Meteorological and Geophysical Bureau,(853) 8898 6223,meteo@smg.gov.mo,As needed,https://api.data.gov.mo/document/download/4e8d2017-aa1b-4bab-a03a-fb570dadbf6e?token=Q82gqL5LXqJBlUt3dkk8tnrhKCtc9D5C&isNeedFile=0&lang=TC,,,,,,,,FALSE,,,,,,,,,TRUE,"['Storm Surge', 'Storm Surge', 'Storm Surge']","['http://xml.smg.gov.mo/e_stormsurge.xml', 'http://xml.smg.gov.mo/c_stormsurge.xml', 'http://xml.smg.gov.mo/p_stormsurge.xml']",FALSE,
5613b819-b110-40ac-974c-e556815e5587,The number of civil servants statistics - divided by Qualification,https://data.gov.mo/Detail?id=5613b819-b110-40ac-974c-e556815e5587,"Annualized quarterly way to provide the number of civil servants in public administration human resources by education attainment of the Macao Special Administrative Region. It does not include rules and norms by private foundations and public agencies (including the Macao Foundation, the Macao Trade and Investment Promotion Institute, Macau Monetary Authority, the University of Macau, Macao Polytechnic Institute and the Civil Aviation Authority) personnel.",Completely open,Administrative and Legal Affairs,CSV,Chief Civil Service Bureau,（853）88099171,dprtsp@safp.gov.mo,Quarterly,https://api.data.gov.mo/document/download/5613b819-b110-40ac-974c-e556815e5587?token=BzLqlu5p0x36lPoV8IH0eQyQ5jNwWg95&isNeedFile=0&lang=TC,"['year', 'quarter', 'educationalLevel', 'total']","['-', '-', '-', '-']","['-', '-', '-', '-']","['年份', '季度', '學歷程度', '加總人數']","['年份', '季度', '学历程度', '加总人数']","['year', 'quarter', 'educational level', 'total']","['Ano', 'Trimestre', 'Habilitações académicas', 'Total']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=863&dataDirId=5613b819-b110-40ac-974c-e556815e5587&token=x2UX6VlP1OiQ0BltivDBrhrXnQwbFXKHd
7dc630ef-da14-41b5-9815-13d97340c941,Natural person voter registration statistics,https://data.gov.mo/Detail?id=7dc630ef-da14-41b5-9815-13d97340c941,"The number of voters registered in the natural persons' register of electors, ""the posting.
Year to ""register of electors"" show the year, the number reflects the number as of the record date of the previous deadline.",Completely open,Administrative and Legal Affairs,XLSX,Chief Civil Service Bureau,（853）28323623,info@safp.gov.mo,As needed,https://api.data.gov.mo/document/download/7dc630ef-da14-41b5-9815-13d97340c941?token=VMnwTYajbrq51CBpcPXRiyZNGLe8kTnmP&isNeedFile=0&lang=TC,"['year', 'age', 'gendar', 'calPlaceOfBirth', 'regionNameTc', 'no']","['-', '-', '-', '-', '-', '-']","['-', '-', '-', '-', '-', '-']","['年份', '年齡組別', '性別', '出生地', '常居所', '數目']","['年份', '年龄组别', '性别', '出生地', '常居所', '数目']","['year', 'age', 'gender', 'place of birth', 'region name TC', 'no']","['Ano', 'Idade', 'Sexo', 'Local de Nascimento', 'Nome da Região', 'Number']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=828&dataDirId=7dc630ef-da14-41b5-9815-13d97340c941&token=dmAgy7lOUxwjkc6rPZvqo5SDJew28uT0
f0838ff8-00fe-4f6c-b485-e5750e3b5005,"The second set of the latest ""Gazette""",https://data.gov.mo/Detail?id=f0838ff8-00fe-4f6c-b485-e5750e3b5005,"With the most recent ""Macao Special Administrative Region,"" the second group of directory information and links within the text.",Completely open,Administrative and Legal Affairs,XML,Printing Department,2857 3822,info@io.gov.mo,As needed,https://api.data.gov.mo/document/download/f0838ff8-00fe-4f6c-b485-e5750e3b5005?token=s3JzwAUD6fDEiXCSNaE9iwpps0dtsUTSd&isNeedFile=0&lang=TC,"['title', 'link', 'description', 'author', 'pubDate', 'serie', 'BoYear', 'bo', 'sup']","['nvarchar', 'text', 'nvarchar', 'text', 'datetime', 'int', 'int', 'int', 'int']","['255', '-', '1000', '-', '10', '1', '4', '2', '1']","['標題', '內文連結', 'Summary', '出版者', '出版日期', '組別', '年份', '期數', '副刊']","['标题', '内文连结', 'Summary', '出版者', '出版日期', '组别', '年份', '期数', '副刊']","['title', 'link', 'description', 'author', 'date of publication', 'serie', 'Year', 'BO', 'supplement']","['Título', 'hiperligação', 'descrição', 'autor', 'Data de publicação', 'serie', 'Ano de BO', 'BO', 'suplemento']",TRUE,"['Portuguese', 'English']","['GET', 'GET']","['XML', 'XML']","['https://io.apigateway.data.gov.mo/iobo2p', 'https://io.apigateway.data.gov.mo/iobo2c']","['Último Boletim Oficial II Série', 'The second group of the latest Communiqué']","['Authorization', 'Authorization']","['APPCODE 09d43a591fba407fb862412970667de4', 'APPCODE 09d43a591fba407fb862412970667de4']","['Required parameter call api', 'Required parameter call api']",FALSE,,,FALSE,
11416283-caa4-43cf-b33d-0aae77a30d50,The average daily wage of construction workers,https://data.gov.mo/Detail?id=11416283-caa4-43cf-b33d-0aae77a30d50,The sum of the daily wage of construction workers divided by the number of construction workers.,Completely open,Demography,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,Quarterly,https://api.data.gov.mo/document/download/11416283-caa4-43cf-b33d-0aae77a30d50?token=upfWabEUEbr7QgEBOtC5SrH0WqvWPUMQ0&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '平均日薪/澳門元']","['年份', '平均日薪/澳门元']","['Year', 'Average wages/MOP']","['Ano', 'Salário diário médio/MOP']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=847&dataDirId=11416283-caa4-43cf-b33d-0aae77a30d50&token=xUHlYmtmlUURTSEmkLct9YOc5tgR8cnEM
29c9c969-d53b-4845-a991-54032ba15362,The average duration of the exhibition event / exhibition,https://data.gov.mo/Detail?id=29c9c969-d53b-4845-a991-54032ba15362,Exhibition activities organized by the average number of days.,Completely open,Entrepreneurship and Business,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,Quarterly,https://api.data.gov.mo/document/download/29c9c969-d53b-4845-a991-54032ba15362?token=XsvHKWlEYPrP4rAQ2TGDJXhh1dxM0o9K7&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '日']","['年份', '日']","['Year', 'Day']","['Ano', 'Dia']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=888&dataDirId=29c9c969-d53b-4845-a991-54032ba15362&token=lmPciReF9oZLGX68iom7AthxuK8UYKjb
38d3dac0-482b-4317-a389-8d1039a07645,Criminal record certificate issued quantity statistics,https://data.gov.mo/Detail?id=38d3dac0-482b-4317-a389-8d1039a07645,Criminal record certificate issued quantity,Completely open,Public safety and immigration,XLSX,Identification Bureau,(853) 28370777,info@dsi.gov.mo,Per year,https://api.data.gov.mo/document/download/38d3dac0-482b-4317-a389-8d1039a07645?token=czBq1ScuLmG5mna7nHnlbebLqfSQ1E4z&isNeedFile=0&lang=TC,"['year', 'numberOfPublicApplicationCertificateOfCriminalRecord', 'numberOfEntityApplicationCertificateOfCriminalRecord', 'numberOfPublicApplicationCertificateOfSpecialRecordForMinors', 'numberOfEntityApplicationCertificateOfSpecialRecordForMinors']","['-', '-', '-', '-', '-']","['-', '-', '-', '-', '-']","['年份', '刑事紀錄證明書公眾申請發出數量', '刑事紀錄證明書機關申請發出數量', '未成年人特別紀錄證明書公眾申請發出數量', '未成年人特別紀錄證明書機關申請發出數量']","['年份', '刑事纪录证明书公众申请发出数量', '刑事纪录证明书机关申请发出数量', '未成年人特别纪录证明书公众申请发出数量', '未成年人特别纪录证明书机关申请发出数量']","['year', 'Number of Public application of Certificate of Criminal Record issued', 'Number of Entity application of Certificate of Criminal Record issued', 'Number of Public application of Certificate of Special Record for Minors issued', 'Number of Entity application of Certificate of Special Record for Minors issued']","['ano', 'Número de emissão do pedido apresentado por indivíduo do Certificado de registo criminal', 'Número de emissão do pedido apresentado por entidade do Certificado de registo criminal', 'Número de emissão do pedido apresentado por indivíduo do Certificado do registo especial de menores', 'Número de emissão do pedido apresentado por entidade do Certificado do registo especial de menores']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=1055&dataDirId=38d3dac0-482b-4317-a389-8d1039a07645&token=lfXNoo80CuZh8yLSTAKcUqnUFeDW0KPph
551464b2-6cf6-43b0-9dfb-5f21cf94a04d,Overnight visitors per capita consumption,https://data.gov.mo/Detail?id=551464b2-6cf6-43b0-9dfb-5f21cf94a04d,"Overnight passengers to buy their own use or as a per capita consumption of goods and services to send gifts of others, including consumer paid by passengers or others (such as relatives or employers), but does not include gaming, donation, purchase of assets or as expenses resale of goods.",Completely open,Tourism and Gaming,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,Quarterly,https://api.data.gov.mo/document/download/551464b2-6cf6-43b0-9dfb-5f21cf94a04d?token=p2WKoc7MuTAoh4MayEzLQSJuVDncezWlB&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '人均消費/澳門元']","['年份', '人均消费/澳门元']","['Year', 'Per-capita spending/MOP']","['Ano', 'Despesa per capita/MOP']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=885&dataDirId=551464b2-6cf6-43b0-9dfb-5f21cf94a04d&token=MS8pFi3KFY0eExVn009FS9IvDk7b7Ewb
dd88c16b-9508-4ff1-9914-14152471aa3b,The average salary of full-time employees gambling,https://data.gov.mo/Detail?id=dd88c16b-9508-4ff1-9914-14152471aa3b,"The total remuneration gaming full-time employees divided by the number of full-time employees. Including regular pay and overtime pay, paid non-regular basis. Regular and overtime remuneration, including basic salary, regular allowances, bonuses and commissions, overtime pay; non-periodic payments include double pay, year-end prize money, bonuses and back-pay and so on.",Completely open,Obtain employment,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,every half year,https://api.data.gov.mo/document/download/dd88c16b-9508-4ff1-9914-14152471aa3b?token=c9L0Y71d58mbcqYxq7NNppH4r8ybw0LT&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '平均薪酬/澳門元']","['年份', '平均薪酬/澳门元']","['Year', 'Average earnings/MOP']","['Ano', 'Remuneração média/MOP']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=879&dataDirId=dd88c16b-9508-4ff1-9914-14152471aa3b&token=7t2rRt3oDlRRwkL6tkrSqJDLLamYStRbd
8812ecc5-e9ab-4e2f-b971-d3c16e46bd32,The average occupancy rate of hotels and guest-houses,https://data.gov.mo/Detail?id=8812ecc5-e9ab-4e2f-b971-d3c16e46bd32,The number of room occupancy as a percentage of the total number of rooms.,Completely open,Tourism and Gaming,XLSX,Statistics and Census Service,(853) 8399 5311,info@dsec.gov.mo,per month,https://api.data.gov.mo/document/download/8812ecc5-e9ab-4e2f-b971-d3c16e46bd32?token=NFW2K8aaq7AupesfnbUrkURa2GjmnCI3Q&isNeedFile=0&lang=TC,"['period', 'value']","['string', 'number']","['30', '20']","['年份', '平均入住率/%']","['年份', '平均入住率/%']","['Year', 'Average occupancy rate/%']","['Ano', 'Taxa de ocupação média/%']",FALSE,,,,,,,,,FALSE,,,TRUE,https://api.data.gov.mo/datadir/downloadSingleFile?fileId=840&dataDirId=8812ecc5-e9ab-4e2f-b971-d3c16e46bd32&token=UdOgMcQGTakos6DLh5wwEe59CDfG8t4Jw
